,femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id
281,EM-3358-WV,3358,WV,EM,2012-10-29T00:00:00.000Z,2013,Hurricane,HURRICANE SANDY,False,False,True,False,2012-10-29T00:00:00.000Z,2012-11-08T00:00:00.000Z,2015-04-16T00:00:00.000Z,False,54,095,99095,Tyler (County),12110,,2023-05-22T03:41:22.800Z,4c055350dec159030f1ae6efcc7344682ecf173a,059a6b40-c708-4d3a-a995-33f7f91ae957
282,EM-3358-WV,3358,WV,EM,2012-10-29T00:00:00.000Z,2013,Hurricane,HURRICANE SANDY,False,False,True,False,2012-10-29T00:00:00.000Z,2012-11-08T00:00:00.000Z,2015-04-16T00:00:00.000Z,False,54,097,99097,Upshur (County),12110,,2023-05-22T03:41:22.800Z,e000bcba2aa8a51c87cbbd7699f30473ec0fe5a3,6a2d3c7b-d3f4-4932-8ab0-bfb3164dacdf
283,EM-3358-WV,3358,WV,EM,2012-10-29T00:00:00.000Z,2013,Hurricane,HURRICANE SANDY,False,False,True,False,2012-10-29T00:00:00.000Z,2012-11-08T00:00:00.000Z,2015-04-16T00:00:00.000Z,False,54,099,99099,Wayne (County),12110,,2023-05-22T03:41:22.800Z,d3668b2708d01c5c63bb730cee850f4cf299219b,5dba46f9-1df6-48b5-9597-d959f2214f1d
284,EM-3358-WV,3358,WV,EM,2012-10-29T00:00:00.000Z,2013,Hurricane,HURRICANE SANDY,False,False,True,False,2012-10-29T00:00:00.000Z,2012-11-08T00:00:00.000Z,2015-04-16T00:00:00.000Z,False,54,101,99101,Webster (County),12110,,2023-05-22T03:41:22.800Z,075a6d11fe72687a936f0001d845e492dd36e401,5a25c6c2-fc4a-48bc-b16f-b1fef25964e0
285,EM-3358-WV,3358,WV,EM,2012-10-29T00:00:00.000Z,2013,Hurricane,HURRICANE SANDY,False,False,True,False,2012-10-29T00:00:00.000Z,2012-11-08T00:00:00.000Z,2015-04-16T00:00:00.000Z,False,54,103,99103,Wetzel (County),12110,,2023-05-22T03:41:22.800Z,81eb6c57e77bd1cc942660b2e22d9ced03a089da,84744aea-203f-4eae-a76a-04da203d3b0c
286,EM-3358-WV,3358,WV,EM,2012-10-29T00:00:00.000Z,2013,Hurricane,HURRICANE SANDY,False,False,True,False,2012-10-29T00:00:00.000Z,2012-11-08T00:00:00.000Z,2015-04-16T00:00:00.000Z,False,54,105,99105,Wirt (County),12110,,2023-05-22T03:41:22.800Z,42327db36c67d854bc7aa34d6d0d2866795bdb78,e7d50646-698d-405c-b7ea-9cabc38f930f
287,EM-3358-WV,3358,WV,EM,2012-10-29T00:00:00.000Z,2013,Hurricane,HURRICANE SANDY,False,False,True,False,2012-10-29T00:00:00.000Z,2012-11-08T00:00:00.000Z,2015-04-16T00:00:00.000Z,False,54,107,99107,Wood (County),12110,,2023-05-22T03:41:22.800Z,cb4f57341d1bd551b4c60d064d712de4b184c992,d5f2795f-a026-4b8c-9d02-8a7898e88d50
288,EM-3358-WV,3358,WV,EM,2012-10-29T00:00:00.000Z,2013,Hurricane,HURRICANE SANDY,False,False,True,False,2012-10-29T00:00:00.000Z,2012-11-08T00:00:00.000Z,2015-04-16T00:00:00.000Z,False,54,109,99109,Wyoming (County),12110,,2023-05-22T03:41:22.800Z,52063e9e28582a5ad3a24d27e42c404dead7e57b,3dc9f70e-1ddf-4c29-9f9d-b7df5ff8e8f3
289,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,001,99001,Barbour (County),12042,,2023-05-22T03:41:22.800Z,e14574c9179dcaefc474fbcb9dcad833403e83b3,a8cb6949-993e-4096-bfb7-92130613f63b
290,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,003,99003,Berkeley (County),12042,,2023-05-22T03:41:22.800Z,916b879992e83fcf0a3ed3a7e99129d20770db4b,c5055d2f-5a3b-4231-a03d-5a32fb76dbb1
291,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,005,99005,Boone (County),12042,,2023-05-22T03:41:22.800Z,d0cc7aca8d2515111203b68180cbb968ff425a16,94ec3702-5404-4207-afd8-b3922be493ab
292,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,007,99007,Braxton (County),12042,,2023-05-22T03:41:22.800Z,fd7a2cb5c2402a3643f7f24afe379a0b2f486034,264d672b-0c1f-44fa-8cb5-dafe12ce53ff
293,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,009,99009,Brooke (County),12042,,2023-05-22T03:41:22.800Z,d835d5021096808e5aa545ee1b970c6236f4a095,38d1a950-7886-4954-b027-13ed06085b1d
294,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,011,99011,Cabell (County),12042,,2023-05-22T03:41:22.800Z,7f27a6d1761b4d464a88153928212a53be1e93e5,097b875c-8303-46bf-9cbd-07201d535ae3
295,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,013,99013,Calhoun (County),12042,,2023-05-22T03:41:22.800Z,2f9fcd7f8d994a85793c25a5b22537351a12cb04,525cff57-820b-4fa2-b0ad-d206783f4276
296,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,015,99015,Clay (County),12042,,2023-05-22T03:41:22.800Z,655277b551eccaead5598e8f74f948e60dba1613,3721adc2-2b22-40cb-8acf-10d5a44055b6
297,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,017,99017,Doddridge (County),12042,,2023-05-22T03:41:22.800Z,1b31d9d7cf3a719e24442d408272a66e57fc245b,9f59162e-50d1-4838-9dee-ce2f99005f11
298,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,019,99019,Fayette (County),12042,,2023-05-22T03:41:22.800Z,520c2d7e042511f26632147cc660b8b4c72fc467,f4a9c176-4620-4137-afaf-f15c87cfb004
299,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,021,99021,Gilmer (County),12042,,2023-05-22T03:41:22.800Z,81151e4de26964173beeff2bd0fcb0574e80c725,0c1ab4d5-bd57-4dc7-90a5-34fa44707f76
300,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,023,99023,Grant (County),12042,,2023-05-22T03:41:22.800Z,93296a02e302d652930b6feecf4eb04a51441111,ed1e4e99-e929-4152-b598-f2fb327a31f2
301,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,025,99025,Greenbrier (County),12042,,2023-05-22T03:41:22.800Z,fff244b668e221b76cb26e51395aee2ef2a560df,38752ff7-25d2-4e33-8586-c65e8ae24f42
302,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,027,99027,Hampshire (County),12042,,2023-05-22T03:41:22.800Z,ea67feb401b931b7ac2a001c8989600ef6297b08,40cbd1fa-d265-4a56-80cb-23346474cba8
303,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,029,99029,Hancock (County),12042,,2023-05-22T03:41:22.800Z,96069294d302374263143860f3f1575ce32ec2c8,b720ce74-7ccc-4c5d-b369-0f1ac566fdaa
304,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,031,99031,Hardy (County),12042,,2023-05-22T03:41:22.800Z,77f59291625ecad3d2caed6c33fa683307d888a7,a215e592-89d8-459d-af8f-cec6cf9c1e9d
305,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,033,99033,Harrison (County),12042,,2023-05-22T03:41:22.800Z,f227a6b3558c84bce17ea5d61072946c8d7d6c86,b2bafec4-18b1-473b-baf3-bf60553ff791
306,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,035,99035,Jackson (County),12042,,2023-05-22T03:41:22.800Z,7b36fc94e35f12148200054754f15142a79ccc76,a3229965-bedc-4617-aa7a-a30ca8641f27
307,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,037,99037,Jefferson (County),12042,,2023-05-22T03:41:22.800Z,3dc495170d45e9a58ed992cad4c9b649c246af85,60f44103-2ba8-417b-9f05-c99cb170cb01
308,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,039,99039,Kanawha (County),12042,,2023-05-22T03:41:22.800Z,7c4e05fb02a7a810d357e35c65497693a2009b84,fe6146e9-9926-48e1-a7c4-4b0abd1f4fd5
309,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,041,99041,Lewis (County),12042,,2023-05-22T03:41:22.800Z,4684479d4af91be2ad41958475405355bae0b0c1,97dbf2b6-d511-49e5-a89d-ec41cf48be80
310,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,043,99043,Lincoln (County),12042,,2023-05-22T03:41:22.800Z,990e7ad653af0f33adf3ebc2f46aa86994717011,0fde10b6-f838-4c06-8553-e63b09a87265
311,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,045,99045,Logan (County),12042,,2023-05-22T03:41:22.800Z,f6fb775863419a6625d89a459113c6b57a29dc48,c62e24b9-ed33-447a-a042-7f66def14c11
312,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,047,99047,McDowell (County),12042,,2023-05-22T03:41:22.800Z,de1c5dc851c70a5ffb0463adfcca2d869d8ca013,ef8bc387-2ae9-4485-9b06-4417478a854a
313,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,049,99049,Marion (County),12042,,2023-05-22T03:41:22.800Z,46025770f905f3257d08dff414da07b66e86c3b4,df878aaa-b01a-4efc-bd1e-4f45d1f9265e
314,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,051,99051,Marshall (County),12042,,2023-05-22T03:41:22.800Z,de0d54435ddcd94f003f6f40951c1062631727f8,c36d185d-02c2-4384-a1d4-c7dfb93e5d37
315,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,053,99053,Mason (County),12042,,2023-05-22T03:41:22.800Z,9c1219842f9b610ab7e15884b695fff6ba953769,4bd56012-d393-491a-b441-39cb798157c7
316,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,055,99055,Mercer (County),12042,,2023-05-22T03:41:22.800Z,498f4c5ce5ffe8acb67349c4ea76e42be37c59f8,f75e6f19-6bfc-4163-9a3c-8031aac8991c
317,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,057,99057,Mineral (County),12042,,2023-05-22T03:41:22.800Z,1772b9f1eafe6f3b7d590641d7177282c375d6ad,40feb679-e068-4474-b3ea-3cd5b20c4978
318,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,059,99059,Mingo (County),12042,,2023-05-22T03:41:22.800Z,d581aaeec01464d0f268109d0950af9041baac15,2f0b21ba-c9bc-4ff1-87af-1b38a4d485a2
319,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,061,99061,Monongalia (County),12042,,2023-05-22T03:41:22.800Z,6cf1909af636b9c834b17eaebc9ea746b3c57918,1615e12e-4f1f-467f-b239-916a3a7eb056
320,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,063,99063,Monroe (County),12042,,2023-05-22T03:41:22.800Z,efca519ea8d301c790479838636a701d872e487a,6303a306-0dfd-46be-889c-190dcb1be4fa
321,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,065,99065,Morgan (County),12042,,2023-05-22T03:41:22.800Z,9291354e943849da40b43e8d075e16fb4f684614,65d60d8c-8299-45b9-b0ef-3759db0c8928
322,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,067,99067,Nicholas (County),12042,,2023-05-22T03:41:22.800Z,9d4db75487878bfde78fc468d1668e01463fefe2,07fa7370-aa23-447d-ab25-44cc900b95b8
323,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,069,99069,Ohio (County),12042,,2023-05-22T03:41:22.800Z,8968171c0b6fcb3cb4858ad4294b1205ffb9323c,84c45df6-3af2-480c-874f-9615b79e2d33
324,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,071,99071,Pendleton (County),12042,,2023-05-22T03:41:22.800Z,08f0669eb0285a7bc625ca07212a615bb50e905f,9f6256c3-3c85-4274-9733-c3469b53a03e
325,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,073,99073,Pleasants (County),12042,,2023-05-22T03:41:22.800Z,538109893d3483c7d75fd48f2b9f3b9c92bc97cb,8a6af3e4-34fb-4cb2-8b70-fc25fc084d35
326,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,075,99075,Pocahontas (County),12042,,2023-05-22T03:41:22.800Z,971a9aa6a961c4f33b2e39656f99f9bbcc549576,4378a7e3-9252-40eb-aa8a-00852a067c65
327,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,077,99077,Preston (County),12042,,2023-05-22T03:41:22.800Z,2fecf872746698370f2d5cd9c4906cde2360e110,8766acdd-7e5a-4e78-a6e1-cea434a389a5
328,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,079,99079,Putnam (County),12042,,2023-05-22T03:41:22.800Z,0c13f22692c3abfa7edb9cdf43140dfbcd7ee82d,37f316e3-ca0f-49fb-a98d-762c0fbb3e53
329,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,081,99081,Raleigh (County),12042,,2023-05-22T03:41:22.800Z,3f59104c2331fac4c99598e504a4d0943b03dc9d,d46aa5c6-8388-4dac-8a8a-0782fd92a1da
330,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,083,99083,Randolph (County),12042,,2023-05-22T03:41:22.800Z,735da9da9946c3930e6018bd8f401f01725822e2,06c2090b-8948-4755-a6d6-7bd1f1544d9f
331,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,085,99085,Ritchie (County),12042,,2023-05-22T03:41:22.800Z,9f38e0f7a246c120d66cf9d55a55c540c78254ff,8350969d-842c-4ad4-b7e6-418bca41ad69
332,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,087,99087,Roane (County),12042,,2023-05-22T03:41:22.800Z,ffbad28129ae2f5e70bef9e2ab9e579347ae29e1,d0994903-8c8a-4608-9b10-b13d905375a9
333,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,089,99089,Summers (County),12042,,2023-05-22T03:41:22.800Z,62d8461b5fe9865cc73f4e2a5ed31b2092aa5cbd,43b4fe9e-1c91-4fa6-8187-6e19294ea60a
334,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,091,99091,Taylor (County),12042,,2023-05-22T03:41:22.800Z,5f39f0e1c0bbf972bfaaa1c5edc3d682b68f7a4c,c44309f6-389f-4783-982c-abddf0dde931
335,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,093,99093,Tucker (County),12042,,2023-05-22T03:41:22.800Z,adca3c6ad7616a3b62e7e9e57d7f510cdb4aa219,8be3bff3-5e67-4a49-bcd4-6cac8663df49
336,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,095,99095,Tyler (County),12042,,2023-05-22T03:41:22.800Z,b199031f47652e7f3ac5a655e7c8a0dd62d0ae3b,5ce04df9-5722-4935-9335-e9eb68b7a16d
337,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,097,99097,Upshur (County),12042,,2023-05-22T03:41:22.800Z,a968b1ea4b2dca2a2a9636860c38069e38ae31a2,a2c531ba-6680-497e-aa29-c1ed22679474
338,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,099,99099,Wayne (County),12042,,2023-05-22T03:41:22.800Z,5810f380982526c0713a344356c6b230f15e29bd,5bea4c95-28dd-4301-804f-aaf47190093c
339,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,101,99101,Webster (County),12042,,2023-05-22T03:41:22.800Z,6cd1e2348200b024306c0d9750360d6c4f6b5c8f,64d49121-aab3-4e9a-bdf2-6c55345358a5
340,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,103,99103,Wetzel (County),12042,,2023-05-22T03:41:22.800Z,6d82a3ec829acbc57c2563f23a1bd2991bcd86f0,3fc6fdc5-e187-4f63-9b53-66695162b6eb
341,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,105,99105,Wirt (County),12042,,2023-05-22T03:41:22.800Z,70ac6f999f4f247d7d97215d9b115cc0ddc00aef,a45e9e9c-c70d-4eac-9910-841c96384fe1
342,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,107,99107,Wood (County),12042,,2023-05-22T03:41:22.800Z,9798f010b056b7a09f1dab53d3da3cce9d8e584d,36673e38-65f5-4285-82ad-0008a09e5746
343,EM-3345-WV,3345,WV,EM,2012-06-30T00:00:00.000Z,2012,Severe Storm,SEVERE STORMS,False,False,True,False,2012-06-29T00:00:00.000Z,2012-07-10T00:00:00.000Z,2015-04-22T00:00:00.000Z,False,54,109,99109,Wyoming (County),12042,,2023-05-22T03:41:22.800Z,d129c6c1b5ef625e7b5507db56c7501240abdd3d,4ee54485-c8c3-44a3-b215-d53b06c6718e
344,EM-3221-WV,3221,WV,EM,2005-09-05T00:00:00.000Z,2005,Hurricane,HURRICANE KATRINA EVACUATION,False,False,True,False,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,2007-07-02T00:00:00.000Z,False,54,001,99001,Barbour (County),5094,,2023-05-22T03:41:22.800Z,31edc33b2675beb2992abbb28dbabb3f8f78c9b3,499a9455-9a57-47a6-abd8-86315e4aed1b
345,EM-3221-WV,3221,WV,EM,2005-09-05T00:00:00.000Z,2005,Hurricane,HURRICANE KATRINA EVACUATION,False,False,True,False,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,2007-07-02T00:00:00.000Z,False,54,003,99003,Berkeley (County),5094,,2023-05-22T03:41:22.800Z,a250571c6a98c3c797f7c07bf69b44c9956394f8,bafbc032-5162-4efd-a543-7e155ab3c2e2
346,EM-3221-WV,3221,WV,EM,2005-09-05T00:00:00.000Z,2005,Hurricane,HURRICANE KATRINA EVACUATION,False,False,True,False,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,2007-07-02T00:00:00.000Z,False,54,005,99005,Boone (County),5094,,2023-05-22T03:41:22.800Z,92cb95f1c6c0bee178f43d25355e00285ef0d1cc,e777f346-127a-4988-950d-ed751c2cbe72
