"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00468191","2015-04-13","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  250",",,7","   -6",",,7","   61",",,7,0700"
"USC00468191","2015-04-14","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  307",",,7,0700",,,"    0",",,7,","  283",",,7","   61",",,7","  156",",,7,0700"
"USC00468191","2015-04-15","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   46",",,7,0700",,,"    0",",,7,","  161",",,7","   94",",,7","  100",",,7,0700"
"USC00468191","2015-04-16","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    5",",,7,0700",,,"    0",",,7,","  150",",,7","   94",",,7","   94",",,7,0700"
"USC00468191","2015-04-17","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   10",",,7,0700",,,"    0",",,7,","  161",",,7","   78",",,7","   94",",,7,0700"
"USC00468191","2015-04-18","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  239",",,7","   72",",,7","   89",",,7,0700"
"USC00468191","2015-04-19","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  261",",,7","   89",",,7","  106",",,7,0700"
"USC00468191","2015-04-20","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   79",",,7,0700",,,"    0",",,7,","  217",",,7","  100",",,7","  111",",,7,0700"
"USC00468191","2015-04-21","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  233",",,7","   50",",,7","   50",",,7,0700"
"USC00468191","2015-04-22","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  167",",,7","   50",",,7","  111",",,7,0700"
"USC00468191","2015-04-23","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   51",",,7,0700",,,"    0",",,7,","  139",",,7","  -22",",,7","  -22",",,7,0700"
"USC00468191","2015-04-24","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  122",",,7","  -56",",,7","  -22",",,7,0700"
"USC00468191","2015-04-25","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    8",",,7,0700",,,"    0",",,7,","  150",",,7","  -28",",,7","   56",",,7,0700"
"USC00468191","2015-04-26","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  229",",,7,0700",,,"    0",",,7,","  106",",,7","   56",",,7","   56",",,7,0700"
"USC00468191","2015-04-27","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  172",",,7","    0",",,7","    0",",,7,0700"
"USC00468191","2015-04-28","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  150",",,7","    0",",,7","    0",",,7,0700"
"USC00468191","2015-04-29","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  178",",,7","    0",",,7","   17",",,7,0700"
"USC00468191","2015-04-30","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  211",",,7","   17",",,7","   44",",,7,0700"
"USC00468191","2015-05-01","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   15",",,7,0700",,,"    0",",,7,","  161",",,7","   44",",,7","   78",",,7,0700"
"USC00468191","2015-05-02","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  194",",,7","   33",",,7","   39",",,7,0700"
"USC00468191","2015-05-03","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  228",",,7","   39",",,7","   39",",,7,0700"
"USC00468191","2015-05-04","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  256",",,7","   39",",,7","   61",",,7,0700"
"USC00468191","2015-05-05","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","   61",",,7","  122",",,7,0700"
"USC00468191","2015-05-06","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  289",",,7","   61",",,7","  111",",,7,0700"
"USC00468191","2015-05-07","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  111",",,7","  122",",,7,0700"
"USC00468191","2015-05-08","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  311",",,7","  122",",,7","  133",",,7,0700"
"USC00468191","2015-05-09","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  306",",,7","  133",",,7","  161",",,7,0700"
"USC00468191","2015-05-10","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  133",",,7","  133",",,7,0700"
"USC00468191","2015-05-11","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   64",",,7,0700",,,"    0",",,7,","  306",",,7","  133",",,7","  167",",,7,0700"
"USC00468191","2015-05-12","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    8",",,7,0700",,,"    0",",,7,","  311",",,7","  167",",,7","  183",",,7,0700"
"USC00468191","2015-05-13","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  256",",,7","   61",",,7","   61",",,7,0700"
"USC00468191","2015-05-14","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  189",",,7","   44",",,7","   44",",,7,0700"
"USC00468191","2015-05-15","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  239",",,7","   44",",,7","  122",",,7,0700"
"USC00468191","2015-05-16","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  267",",,7","  122",",,7","  144",",,7,0700"
"USC00468191","2015-05-17","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   46",",,7,0700",,,"    0",",,7,","  244",",,7","  144",",,7","  167",",,7,0700"
"USC00468191","2015-05-18","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   30",",,7,0700",,,"    0",",,7,","  278",",,7","  167",",,7","  172",",,7,0700"
"USC00468191","2015-05-19","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   13",",,7,0700",,,"    0",",,7,","  272",",,7","  172",",,7","  178",",,7,0700"
"USC00468191","2015-05-20","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  272",",,7","   67",",,7","   72",",,7,0700"
"USC00468191","2015-05-21","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   43",",,7,0700",,,"    0",",,7,","  211",",,7","   72",",,7","  106",",,7,0700"
"USC00468191","2015-05-22","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   20",",,7,0700",,,"    0",",,7,","  122",",,7","   44",",,7","   44",",,7,0700"
"USC00468191","2015-05-23","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  217",",,7","   44",",,7","   72",",,7,0700"
"USC00468191","2015-05-24","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  250",",,7","   67",",,7","   89",",,7,0700"
"USC00468191","2015-05-25","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","   89",",,7","  111",",,7,0700"
"USC00468191","2015-05-26","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  111",",,7","  172",",,7,0700"
"USC00468191","2015-05-27","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  307",",,7,0700",,,"    0",",,7,","  306",",,7","  172",",,7","  189",",,7,0700"
"USC00468191","2015-05-28","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","  167",",,7","  167",",,7,0700"
"USC00468191","2015-05-29","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  289",",,7","  167",",,7","  167",",,7,0700"
"USC00468191","2015-05-30","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   38",",,7,0700",,,"    0",",,7,","  300",",,7","  161",",,7","  172",",,7,0700"
"USC00468191","2015-05-31","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  294",",,7","  161",",,7","  178",",,7,0700"
"USC00468191","2015-06-01","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   15",",,7,0700",,,"    0",",,7,","  289",",,7","  150",",,7","  150",",,7,0700"
"USC00468191","2015-06-02","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   18",",,7,0700",,,"    0",",,7,","  200",",,7","  122",",,7","  122",",,7,0700"
"USC00468191","2015-06-03","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  150",",,7","  122",",,7","  144",",,7,0700"
"USC00468191","2015-06-04","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  239",",,7","  128",",,7","  139",",,7,0700"
"USC00468191","2015-06-05","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  278",",,7","  139",",,7","  150",",,7,0700"
"USC00468191","2015-06-06","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  294",",,7","  144",",,7","  156",",,7,0700"
"USC00468191","2015-06-07","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  256",",,7","  133",",,7","  144",",,7,0700"
"USC00468191","2015-06-08","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  306",",,7","  144",",,7","  189",",,7,0700"
"USC00468191","2015-06-09","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  173",",,7,0700",,,"    0",",,7,","  289",",,7","  144",",,7","  150",",,7,0700"
"USC00468191","2015-06-10","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  261",",,7","  139",",,7","  139",",,7,0700"
"USC00468191","2015-06-11","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  139",",,7","  144",",,7,0700"
"USC00468191","2015-06-12","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  322",",,7","  144",",,7","  172",",,7,0700"
"USC00468191","2015-06-13","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   10",",,7,0700",,,"    0",",,7,","  317",",,7","  172",",,7","  211",",,7,0700"
"USC00468191","2015-06-14","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   76",",,7,0700",,,"    0",",,7,","  278",",,7","  178",",,7","  183",",,7,0700"
"USC00468191","2015-06-15","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    5",",,7,0700",,,"    0",",,7,","  322",",,7","  183",",,7","  189",",,7,0700"
"USC00468191","2015-06-16","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   81",",,7,0700",,,"    0",",,7,","  317",",,7","  189",",,7","  206",",,7,0700"
"USC00468191","2015-06-17","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   43",",,7,0700",,,"    0",",,7,","  300",",,7","  206",",,7","  211",",,7,0700"
"USC00468191","2015-06-18","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   38",",,7,0700",,,"    0",",,7,","  294",",,7","  189",",,7","  194",",,7,0700"
"USC00468191","2015-06-19","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  322",",,7","  194",",,7","  200",",,7,0700"
"USC00468191","2015-06-20","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   18",",,7,0700",,,"    0",",,7,","  278",",,7","  194",",,7","  206",",,7,0700"
"USC00468191","2015-06-21","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  163",",,7,0700",,,"    0",",,7,","  294",",,7","  206",",,7","  217",",,7,0700"
"USC00468191","2015-06-22","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   23",",,7,0700",,,"    0",",,7,","  311",",,7","  183",",,7","  189",",,7,0700"
"USC00468191","2015-06-23","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  311",",,7","  189",",,7","  211",",,7,0700"
"USC00468191","2015-06-24","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   46",",,7,0700",,,"    0",",,7,","  317",",,7","  167",",,7","  172",",,7,0700"
"USC00468191","2015-06-25","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","  161",",,7","  167",",,7,0700"
"USC00468191","2015-06-26","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  165",",,7,0700",,,"    0",",,7,","  283",",,7","  167",",,7","  200",",,7,0700"
"USC00468191","2015-06-27","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   94",",,7,0700",,,"    0",",,7,","  283",",,7","  183",",,7","  189",",,7,0700"
"USC00468191","2015-06-28","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   46",",,7,0700",,,"    0",",,7,","  250",",,7","  156",",,7","  161",",,7,0700"
"USC00468191","2015-06-29","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  244",",,7","  122",",,7","  122",",,7,0700"
"USC00468191","2015-06-30","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   41",",,7,0700",,,"    0",",,7,","  267",",,7","  122",",,7","  178",",,7,0700"
"USC00468191","2015-07-01","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   97",",,7,0700",,,"    0",",,7,","  267",",,7","  139",",,7","  144",",,7,0700"
"USC00468191","2015-07-02","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    8",",,7,0700",,,"    0",",,7,","  267",",,7","  144",",,7","  189",",,7,0700"
"USC00468191","2015-07-03","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  228",",,7","  172",",,7","  178",",,7,0700"
"USC00468191","2015-07-04","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  122",",,7,0700",,,"    0",",,7,","  244",",,7","  178",",,7","  189",",,7,0700"
"USC00468191","2015-07-05","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  267",",,7","  172",",,7","  178",",,7,0700"
"USC00468191","2015-07-06","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   18",",,7,0700",,,"    0",",,7,","  278",",,7","  172",",,7","  178",",,7,0700"
"USC00468191","2015-07-07","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  261",",,7","  167",",,7","  167",",,7,0700"
"USC00468191","2015-07-08","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  457",",,7,0700",,,"    0",",,7,","  300",",,7","  167",",,7","  206",",,7,0700"
"USC00468191","2015-07-09","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   64",",,7,0700",,,"    0",",,7,","  250",",,7","  189",",,7","  194",",,7,0700"
"USC00468191","2015-07-10","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  132",",,7,0700",,,"    0",",,7,","  278",",,7","  194",",,7","  211",",,7,0700"
"USC00468191","2015-07-11","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  429",",,7,0700",,,"    0",",,7,","  267",",,7","  194",",,7","  194",",,7,0700"
"USC00468191","2015-07-12","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  272",",,7","  156",",,7","  172",",,7,0700"
"USC00468191","2015-07-13","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  272",",,7","  172",",,7","  228",",,7,0700"
"USC00468191","2015-07-14","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  175",",,7,0700",,,"    0",",,7,","  300",",,7","  178",",,7","  178",",,7,0700"
"USC00468191","2015-07-15","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  140",",,7,0700",,,"    0",",,7,","  300",",,7","  178",",,7","  194",",,7,0700"
"USC00468191","2015-07-16","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  256",",,7","  161",",,7","  161",",,7,0700"
"USC00468191","2015-07-17","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","  161",",,7","  172",",,7,0700"
"USC00468191","2015-07-18","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US",,,,,"    0",",,7,",,,,,,
"USC00468191","2015-07-19","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  317",",,7","  156",",,7","  200",",,7,0700"
"USC00468191","2015-07-20","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  317",",,7","  200",",,7","  206",",,7,0700"
"USC00468191","2015-07-21","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  251",",,7,0700",,,"    0",",,7,","  306",",,7","  206",",,7","  211",",,7,0700"
"USC00468191","2015-07-22","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   28",",,7,0700",,,"    0",",,7,","  289",",,7","  178",",,7","  183",",,7,0700"
"USC00468191","2015-07-23","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","  156",",,7","  161",",,7,0700"
"USC00468191","2015-07-24","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","  144",",,7","  144",",,7,0700"
"USC00468191","2015-07-25","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  289",",,7","  139",",,7","  150",",,7,0700"
"USC00468191","2015-07-26","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  150",",,7","  167",",,7,0700"
"USC00468191","2015-07-27","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","  167",",,7","  211",",,7,0700"
"USC00468191","2015-07-28","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    8",",,7,0700",,,"    0",",,7,","  311",",,7","  200",",,7","  206",",,7,0700"
"USC00468191","2015-07-29","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  322",",,7","  206",",,7","  206",",,7,0700"
"USC00468191","2015-07-30","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   38",",,7,0700",,,"    0",",,7,","  322",",,7","  206",",,7","  228",",,7,0700"
"USC00468191","2015-07-31","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  144",",,7","  144",",,7,0700"
"USC00468191","2015-08-01","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  144",",,7","  167",",,7,0700"
"USC00468191","2015-08-02","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","  139",",,7","  144",",,7,0700"
"USC00468191","2015-08-03","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  144",",,7","  144",",,7,0700"
"USC00468191","2015-08-04","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  144",",,7","  161",",,7,0700"
"USC00468191","2015-08-05","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  306",",,7","  161",",,7","  183",",,7,0700"
"USC00468191","2015-08-06","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  300",",,7","  183",",,7","  189",",,7,0700"
"USC00468191","2015-08-07","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   84",",,7,0700",,,"    0",",,7,","  222",",,7","  183",",,7","  194",",,7,0700"
"USC00468191","2015-08-08","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  267",",,7","  189",",,7","  194",",,7,0700"
"USC00468191","2015-08-09","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  294",",,7","  117",",,7","  172",",,7,0700"
"USC00468191","2015-08-10","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  267",",,7","  172",",,7","  194",",,7,0700"
"USC00468191","2015-08-11","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  333",",,7,0700",,,"    0",",,7,","  289",",,7","  161",",,7","  206",",,7,0700"
"USC00468191","2015-08-12","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  283",",,7","  150",",,7","  150",",,7,0700"
"USC00468191","2015-08-13","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  272",",,7","  139",",,7","  139",",,7,0700"
"USC00468191","2015-08-14","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  261",",,7","  111",",,7","  117",",,7,0700"
"USC00468191","2015-08-15","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  289",",,7","   72",",,7","  156",",,7,0700"
"USC00468191","2015-08-16","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  294",",,7","  133",",,7","  139",",,7,0700"
"USC00468191","2015-08-17","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  306",",,7","  117",",,7","  161",",,7,0700"
"USC00468191","2015-08-18","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","  391",",,7,0700",,,"    0",",,7,","  311",",,7","  161",",,7","  194",",,7,0700"
"USC00468191","2015-08-19","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   10",",,7,0700",,,"    0",",,7,","  272",",,7","  189",",,7","  200",",,7,0700"
"USC00468191","2015-08-20","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   36",",,7,0700",,,"    0",",,7,","  306",",,7","  189",",,7","  200",",,7,0700"
"USC00468191","2015-08-21","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","   25",",,7,0700",,,"    0",",,7,","  306",",,7","  139",",,7","  139",",,7,0700"
"USC00468191","2015-08-22","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  256",",,7","  117",",,7","  117",",,7,0700"
"USC00468191","2015-08-23","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  272",",,7","  117",",,7","  150",",,7,0700"
"USC00468191","2015-08-24","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  294",",,7","  150",",,7","  189",",,7,0700"
"USC00468191","2015-08-25","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  272",",,7","  122",",,7","  122",",,7,0700"
"USC00468191","2015-08-26","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  244",",,7","  122",",,7","  128",",,7,0700"
"USC00468191","2015-08-27","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  222",",,7","  117",",,7","  117",",,7,0700"
"USC00468191","2015-08-28","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  244",",,7","  111",",,7","  111",",,7,0700"
"USC00468191","2015-08-29","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  272",",,7","   33",",,7","  133",",,7,0700"
"USC00468191","2015-08-30","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  294",",,7","   33",",,7","  150",",,7,0700"
"USC00468191","2015-08-31","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  278",",,7","  150",",,7","  172",",,7,0700"
"USC00468191","2015-09-01","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  306",",,7","  161",",,7","  161",",,7,0700"
"USC00468191","2015-09-02","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  311",",,7","  161",",,7","  178",",,7,0700"
"USC00468191","2015-09-03","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    8",",,7,0700",,,"    0",",,7,","  311",",,7","  172",",,7","  172",",,7,0700"
"USC00468191","2015-09-04","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  311",",,7","   89",",,7","  178",",,7,0700"
"USC00468191","2015-09-05","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  311",",,7","  117",",,7","  178",",,7,0700"
"USC00468191","2015-09-06","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  317",",,7","  167",",,7","  167",",,7,0700"
"USC00468191","2015-09-07","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  317",",,7","  156",",,7","  156",",,7,0700"
"USC00468191","2015-09-08","38.51708","-81.64542","192.6","SISSONVILLE 1 SW, WV US","    0",",,7,0700",,,"    0",",,7,","  317",",,7","  156",",,7","  156",",,7,0700"
